id,linked order id,Type,service time,ORDERREFERENCE,labels,ACCOUNTNAME,location name,CUSTOMERCOMPANYNAME,CUSTOMERCONTACTNAME,location id,location zip code,location street,location city,location country,latitude,longitude,CUSTOMERMOBILE,CUSTOMERTELEPHONE,CUSTOMEREMAIL,volume,weight,capacity 1,QUANTITYUNIT1,capacity 2,QUANTITYUNIT2,capacity 3,absolute timewindows,time window type,description,tags,location counted as stop,location stop time,lifo group,DEFAULT TEMPERATURE,TASK ID,TIME_WINDOWS_V2
NSW_286238_DEL,NSW_286238_P,Delivery,0,1000114553,METRO AREA 2 NSW,Gourmet Dinner Service + Dietlicious,"Gourmet Dinner Service + Dietlicious,",Allan Quinn,,NSW_46963_336,NSW 2159,Allan Quinn |Unit 6/6 Glen Street ,GALSTON,AU,-33.6519481,151.0436899,,,test4@test.com,0.033,8,1,Items,0,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/19 14:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n0C/1F / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286238_DEL,1
NSW_286239_P,NSW_286239_DEL,Pickup,1,1000114593,METRO AREA 1 NSW,Gourmet Dinner Service + Dietlicious,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.048,12,1,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n0C/1F / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286239_P,1
NSW_286239_DEL,NSW_286239_P,Delivery,0,1000114593,METRO AREA 1 NSW,Gourmet Dinner Service + Dietlicious,"Gourmet Dinner Service + Dietlicious,",Gabriel  Armao,,NSW_46964_336,NSW 2190,Gabriel  Armao |10 Wales Street ,GREENACRE,AU,-33.9135686,151.0658048,,,test4@test.com,0.048,12,1,Items,0,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/19 14:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n0C/1F / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286239_DEL,1
NSW_286240_P,NSW_286240_DEL,Pickup,1,1000114579,WOLLONGONG & SHELLHARBOUR,Gourmet Dinner Service + Dietlicious,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.033,8,1,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n0C/1F / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286240_P,1
NSW_286240_DEL,NSW_286240_P,Delivery,0,1000114579,WOLLONGONG & SHELLHARBOUR,Gourmet Dinner Service + Dietlicious,"Gourmet Dinner Service + Dietlicious,",Gail Anning,,NSW_46054_336,NSW 2517,"Gail Anning |Unit 4, 37 Railway Parade ",WOONONA,AU,-34.353316,150.9143778,,,test4@test.com,0.033,8,1,Items,0,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/19 14:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n0C/1F / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286240_DEL,1
NSW_286241_P,NSW_286241_DEL,Pickup,1,1000114379,WOLLONGONG & SHELLHARBOUR,Gourmet Dinner Service + Dietlicious,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.033,8,1,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n0C/1F / Authority to leave: Yes Press 1401 at front entrance for intercom or call 0414321000\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286241_P,1
NSW_286241_DEL,NSW_286241_P,Delivery,0,1000114379,WOLLONGONG & SHELLHARBOUR,Gourmet Dinner Service + Dietlicious,"Gourmet Dinner Service + Dietlicious,",Gary Rossetto,,NSW_46965_336,NSW 2500,"Gary Rossetto |Unit 1401, 20 Belmore Street ",WOLLONGONG,AU,-34.4226519,150.8896693,,,test4@test.com,0.033,8,1,Items,0,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/19 14:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n0C/1F / Authority to leave: Yes Press 1401 at front entrance for intercom or call 0414321000\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286241_DEL,1
NSW_286242_P,NSW_286242_DEL,Pickup,1,2000189107,METRO AREA 2 NSW,Gourmet Dinner Service + Dietlicious,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.033,8,1,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n0C/1F / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286242_P,1
NSW_286242_DEL,NSW_286242_P,Delivery,0,2000189107,METRO AREA 2 NSW,Gourmet Dinner Service + Dietlicious,"Gourmet Dinner Service + Dietlicious,",Jaiwon Chung,,NSW_45659_336,NSW 2145,"Jaiwon Chung |Unit 8, 9 Smith Street ",WENTWORTHVILLE,AU,-33.8117187,150.9676712,,,test4@test.com,0.033,8,1,Items,0,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/19 14:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n0C/1F / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286242_DEL,1
NSW_286246_P,NSW_286246_DEL,Pickup,1,2000188581,METRO AREA 2 NSW,Gourmet Dinner Service + Dietlicious,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.066,16,2,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n1C/1F / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286246_P,1
NSW_286246_DEL,NSW_286246_P,Delivery,0,2000188581,METRO AREA 2 NSW,Gourmet Dinner Service + Dietlicious,"Gourmet Dinner Service + Dietlicious,",Sreyashi Guha,,NSW_45136_336,NSW 2148,Sreyashi Guha |71 Terrigal Street ,MARAYONG,AU,-33.7462816,150.883494,,,test4@test.com,0.066,16,2,Items,0,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/19 14:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n1C/1F / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286246_DEL,1
NSW_286249_P,NSW_286249_DEL,Pickup,1,2509611,METRO AREA 1 NSW,Real Pet Food Co,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.12,54,5,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286249_P,1
NSW_286249_DEL,NSW_286249_P,Delivery,15,2509611,METRO AREA 1 NSW,Real Pet Food Co,"Real Pet Food Co,",Pet Depot (c6032001),,NSW_39429_70,NSW 2040,Pet Depot (c6032001) |58 Moore St ,LEICHHARDT,AU,-33.8795368,151.1643341,,,test4@test.com,0.12,54,5,Items,0,Pallets,0,2025/05/20 00:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286249_DEL,1
NSW_286250_PU,NSW_286250_D,Pickup,30,Sub Xero Stock - 20-05-2025,METRO AREA 2 NSW,CHILL INTERNAL,"CHILL INTERNAL,John",Sub Xero,John,NSW_41199_29,NSW 2766,Sub Xero|1-5 Interchange Dr 2,EASTERN CREEK,AU,-33.80384,150.8446785,,,test4@test.com,5.293,1500,0,Items,3,Pallets,3,2025/05/20 03:00:00+00:00 - 2025/05/20 05:30:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286250_PU,1
NSW_286250_D,NSW_286250_PU,Delivery,1,Sub Xero Stock - 20-05-2025,METRO AREA 2 NSW,CHILL INTERNAL,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,5.293,1500,0,Items,3,Pallets,3,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286250_D,1
NSW_286251_PU,NSW_286251_D,Pickup,15,The Beer Shed - Pick Up ,METRO AREA 3 NSW,KEG SWAPPA,"KEG SWAPPA,",The Beer Shed Brewing Co,,NSW_14466_265,NSW 2560,The Beer Shed Brewing Co|2 4a Hollylea Road ,LEUMEAH,AU,-34.0510757,150.8281835,,,test4@test.com,0.144,75,3,Items,0,Pallets,0,2025/05/20 00:00:00+00:00 - 2025/05/20 05:00:00+00:00,Service Arrival,"Chiller 0C to +4C\n.\n.\nItems 
94439	The Beer Shed - Bloomin Hard Seltzer Lemonade 20L x 1	Craig Jones
94551	The Beer Shed - Picton Pale Ale 20L x 1	Darryl Scott
94549	The Beer Shed - Sons of Treachery Pacific Ale 20L x 1	Matt Parkes
\n0\n\nNA",Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286251_PU,1
NSW_286251_D,NSW_286251_PU,Delivery,1,The Beer Shed - Pick Up ,METRO AREA 3 NSW,KEG SWAPPA,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.144,75,3,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,"Chiller 0C to +4C\n.\n.\nItems 
94439	The Beer Shed - Bloomin Hard Seltzer Lemonade 20L x 1	Craig Jones
94551	The Beer Shed - Picton Pale Ale 20L x 1	Darryl Scott
94549	The Beer Shed - Sons of Treachery Pacific Ale 20L x 1	Matt Parkes
\n0\n\nNA",Chiller 0C to +4C - . - . - .,,10,,999,NSW_286251_D,1
NSW_286252_P,NSW_286252_DEL,Pickup,1,The Beer Shed - Empty Keg Delivery ,METRO AREA 3 NSW,KEG SWAPPA,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.144,15,3,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,"Chiller 0C to +4C\n.\n.\nPlease deliver: 3 x 20L keg. Please note: the brewery is not open to the public on Tuesdays, there is a bell and mobile to call if you need to get through the gate. 
\n0\n\nNA",Chiller 0C to +4C - . - . - .,,10,,999,NSW_286252_P,1
NSW_286252_DEL,NSW_286252_P,Delivery,15,The Beer Shed - Empty Keg Delivery ,METRO AREA 3 NSW,KEG SWAPPA,"KEG SWAPPA,",The Beer Shed Brewing Co,,NSW_14466_265,NSW 2560,The Beer Shed Brewing Co |2 4a Hollylea Road ,LEUMEAH,AU,-34.0510757,150.8281835,,,test4@test.com,0.144,15,3,Items,0,Pallets,0,2025/05/20 00:00:00+00:00 - 2025/05/20 05:00:00+00:00,Service Arrival,"Chiller 0C to +4C\n.\n.\nPlease deliver: 3 x 20L keg. Please note: the brewery is not open to the public on Tuesdays, there is a bell and mobile to call if you need to get through the gate. 
\n0\n\nNA",Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286252_DEL,1
NSW_286255_PU,NSW_286255_D,Pickup,15,9278357257,METRO AREA 2 NSW,JACOBS DOUWE EGBERTS,"JACOBS DOUWE EGBERTS,",Silk Contract Logistics,,NSW_7792_219,NSW 2766,Silk Contract Logistics|54 Eastern Creek Drive ,EASTERN CREEK,AU,-33.8083662,150.8342133,,,test4@test.com,0.288,29,6,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286255_PU,1
NSW_286255_D,NSW_286255_PU,Delivery,1,9278357257,METRO AREA 2 NSW,JACOBS DOUWE EGBERTS,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.288,29,6,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286255_D,1
NSW_286257_PU,NSW_286257_D,Pickup,15,9278357264,METRO AREA 2 NSW,JACOBS DOUWE EGBERTS,"JACOBS DOUWE EGBERTS,",Silk Contract Logistics,,NSW_7792_219,NSW 2766,Silk Contract Logistics|54 Eastern Creek Drive ,EASTERN CREEK,AU,-33.8083662,150.8342133,,,test4@test.com,1.764,435,0,Items,1,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286257_PU,1
NSW_286257_D,NSW_286257_PU,Delivery,1,9278357264,METRO AREA 2 NSW,JACOBS DOUWE EGBERTS,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,1.764,435,0,Items,1,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286257_D,1
NSW_286259_P,NSW_286259_DEL,Pickup,1,OR00012639Z,METRO AREA 2 NSW,COPPERTREE FARMS (PTY) LTD,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.192,47.91,4,Items,0,Pallets,0,2025/05/20 01:00:00+00:00 - 2025/05/20 05:30:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n / Authority to leave: No \n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286259_P,1
NSW_286259_DEL,NSW_286259_P,Delivery,0,OR00012639Z,METRO AREA 2 NSW,COPPERTREE FARMS (PTY) LTD,"COPPERTREE FARMS (PTY) LTD,",Fratelli Miranda,,NSW_45888_229,NSW 2228,"Fratelli Miranda |Shop 2203, 4 Westfield ",MIRANDA,AU,-34.035111,151.1000568,,,test4@test.com,0.192,47.91,4,Items,0,Pallets,0,2025/05/20 01:00:00+00:00 - 2025/05/20 05:30:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n / Authority to leave: No \n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286259_DEL,1
NSW_286260_PU,NSW_286260_D,Pickup,0,RPOR-44570,METRO AREA 1 NSW,Ryan Marketing Group,"Ryan Marketing Group,",Farmer Joe's Chickens,,NSW_38943_261,NSW 2020,Farmer Joe's Chickens|685a Gardeners Road ,MASCOT,AU,-33.9200205,151.183368,,,test4@test.com,3.529,960,80,Items,2,Pallets,1,2025/05/20 00:00:00+00:00 - 2025/05/20 04:00:00+00:00,Service Arrival,"Frozen -18C to -20C\n.\n.\nCOLLECTION REF - RPOR-44570 
PLEASE TAKE PALLET TO EXCHANGE 
DELIVERY REF - RPOR-44570\n0\n\nNA",Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286260_PU,1
NSW_286260_D,NSW_286260_PU,Delivery,1,RPOR-44570,METRO AREA 1 NSW,Ryan Marketing Group,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,3.529,960,80,Items,2,Pallets,1,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,"Frozen -18C to -20C\n.\n.\nCOLLECTION REF - RPOR-44570 
PLEASE TAKE PALLET TO EXCHANGE 
DELIVERY REF - RPOR-44570\n0\n\nNA",Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286260_D,1
NSW_286262_PU,NSW_286262_D,Pickup,0,Coles Local + Bondi Circus Stock,METRO AREA 1 NSW,PABLO & RUSTY'S COFFEE ROASTERS,"PABLO & RUSTY'S COFFEE ROASTERS,",Pablo & Rusty's,,NSW_36823_232,NSW 2113,Pablo & Rusty's|3 Plassey Road ,MACQUARIE PARK,AU,-33.7943735,151.1418075,,,test4@test.com,1.357,120,1,Items,1,Pallets,1,2025/05/19 22:30:00+00:00 - 2025/05/20 05:30:00+00:00,Service Arrival,Dry / Ambient +20C to +40C\n.\n.\n\n0\n\nNA,Dry / Ambient +20C to +40C - . - . - .,TRUE,,,999,NSW_286262_PU,1
NSW_286262_D,NSW_286262_PU,Delivery,1,Coles Local + Bondi Circus Stock,METRO AREA 1 NSW,PABLO & RUSTY'S COFFEE ROASTERS,Chill NSW,Chill Nsw $ Qld,,NSW_44455,NSW 2100,Chill Nsw $ Qld |2/128 Old Pittwater Rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,1.357,120,1,Items,1,Pallets,1,2025/05/19 22:30:00+00:00 - 2025/05/20 05:30:00+00:00,Service Arrival,Dry / Ambient +20C to +40C\n.\n.\n\n0\n\nNA,Dry / Ambient +20C to +40C - . - . - .,,10,,999,NSW_286262_D,1
NSW_286263_PU,NSW_286263_D,Pickup,0,GVD Sample,METRO AREA 3 NSW,CHILL NSW,"CHILL NSW,",Green Valley Dairy,,NSW_46970_90,NSW 2747,Green Valley Dairy|21 South Creek Rd ,SHANES PARK,AU,-33.7163788,150.7685183,,,test4@test.com,0.05,2,1,Items,0,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/20 05:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n / Authority to leave: No \n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286263_PU,1
NSW_286263_D,NSW_286263_PU,Delivery,1,GVD Sample,METRO AREA 3 NSW,CHILL NSW,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.05,2,1,Items,0,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/20 05:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n / Authority to leave: No \n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286263_D,1
NSW_286265_PU,NSW_286265_D,Pickup,15,12380,METRO AREA 1 NSW,Mama Ka'z,"Mama Ka'z,",Mamakaz,,NSW_33847_413,NSW 2144,Mamakaz|F75-77 St. Hillier Rd ,AUBURN,AU,-33.8485587,151.0401307,,,test4@test.com,2,700,0,Items,1,Pallets,0,2025/05/20 02:00:00+00:00 - 2025/05/20 06:00:00+00:00,Service Arrival,Frozen -18C to -20C\nHR\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - HR - . - ,TRUE,,,999,NSW_286265_PU,1
NSW_286265_D,NSW_286265_PU,Delivery,1,12380,METRO AREA 1 NSW,Mama Ka'z,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,2,700,0,Items,1,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286265_D,1
NSW_286269_P,NSW_286269_DEL,Pickup,1,2230295189/1,METRO AREA 1 NSW,Pasta Poetry,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0,0,0,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286269_P,1
NSW_286269_DEL,NSW_286269_P,Delivery,0,2230295189/1,METRO AREA 1 NSW,Pasta Poetry,"Pasta Poetry,",Virgin Lounge Sydney,,NSW_45619_660,NSW 2020,Virgin Lounge Sydney |Keith Smith Avenue ,MASCOT,AU,-33.9340851,151.1795141,,,test4@test.com,0,0,0,Items,0,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/19 14:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286269_DEL,1
NSW_286273_PU,NSW_286273_D,Pickup,60,20/05 Share A Coke P/U Miranda,METRO AREA 2 NSW,Chill (SYD) PROMO,"Chill (SYD) PROMO,",Westfield Miranda,,NSW_1172_167,NSW 2228,Westfield Miranda|600 Kingsway ,MIRANDA,AU,-34.0350519,151.1003508,,,test4@test.com,7.058,3500,0,Items,4,Pallets,4,2025/05/19 21:30:00+00:00 - 2025/05/19 22:00:00+00:00,Service Arrival,"DRY\n.\nTail lift\nPLEASE GO TO DOCK 3 - VIA Urunga Parade 
Call Security before you arrive - advise you are collecting for COKE 0410 161 865
Please ensure your pallet jack is charged - you will need to pallet jack the left over stock to the vehicle \n0\n\nNA",DRY - . - Tail lift - .,TRUE,,,999,NSW_286273_PU,1
NSW_286273_D,NSW_286273_PU,Delivery,1,20/05 Share A Coke P/U Miranda,METRO AREA 2 NSW,Chill (SYD) PROMO,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,7.058,3500,0,Items,4,Pallets,4,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,"DRY\n.\n.\nPLEASE GO TO DOCK 3 - VIA Urunga Parade 
Call Security before you arrive - advise you are collecting for COKE 0410 161 865
Please ensure your pallet jack is charged - you will need to pallet jack the left over stock to the vehicle \n0\n\nNA",DRY - . - . - .,,10,,999,NSW_286273_D,1
NSW_286277_P,NSW_286277_DEL,Pickup,1,Q7619 - TAKE 2,KIAMA & NOWRA,BLC International - Australian Fundraising,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,1.764,180,0,Items,1,Pallets,1,2025/05/19 22:30:00+00:00 - 2025/05/20 04:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\nPlease call 30 mins before delivery  - 23cartons / Authority to leave: No \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286277_P,1
NSW_286277_DEL,NSW_286277_P,Delivery,0,Q7619 - TAKE 2,KIAMA & NOWRA,BLC International - Australian Fundraising,"BLC International - Australian Fundraising,",Little Zaks Academy Bomaderry,,NSW_46601_661,NSW 2541,Little Zaks Academy Bomaderry |5 Bunberra St ,BOMADERRY,AU,-34.8523811,150.6084613,,,test4@test.com,1.764,180,0,Items,1,Pallets,1,2025/05/19 22:30:00+00:00 - 2025/05/20 04:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\nPlease call 30 mins before delivery  - 23cartons / Authority to leave: No \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286277_DEL,1
NSW_286280_PU,NSW_286280_D,Pickup,0,Revel Rub a Dub - 20/05/25,METRO AREA 1 NSW,REVEL EVENTS,"REVEL EVENTS,",Rub A Dub,,NSW_46974_673,NSW 2229,Rub A Dub|Unit 10 /21-23 Bar Road ,TAREN POINT,AU,,,,,test4@test.com,1.35,50,0,Items,1,Pallets,0,2025/05/19 23:00:00+00:00 - 2025/05/20 04:00:00+00:00,Service Arrival,DRY\n.\n.\n\n0\n\nNA,DRY - . - . - .,TRUE,,,999,NSW_286280_PU,1
NSW_286280_D,NSW_286280_PU,Delivery,1,Revel Rub a Dub - 20/05/25,METRO AREA 1 NSW,REVEL EVENTS,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,1.35,50,0,Items,1,Pallets,0,2025/05/19 23:00:00+00:00 - 2025/05/20 04:00:00+00:00,Service Arrival,DRY\n.\n.\n\n0\n\nNA,DRY - . - . - .,,10,,999,NSW_286280_D,1
NSW_286285_P,NSW_286285_DEL,Pickup,1,135024,METRO AREA 1 NSW,Cakes by Sweethearts,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.432,11.75,9,Items,0,Pallets,0,2025/05/19 20:00:00+00:00 - 2025/05/20 04:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286285_P,1
NSW_286285_DEL,NSW_286285_P,Delivery,0,135024,METRO AREA 1 NSW,Cakes by Sweethearts,"Cakes by Sweethearts,",Expresso Sandwich Cafe Chl14.9 Z1 Pp,,NSW_40447_545,NSW 2084,Expresso Sandwich Cafe Chl14.9 Z1 Pp |1/6 Booralie Road ,TERREY HILLS,AU,-33.682889,151.2278809,,,test4@test.com,0.432,11.75,9,Items,0,Pallets,0,2025/05/19 20:00:00+00:00 - 2025/05/20 04:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286285_DEL,1
NSW_286286_P,NSW_286286_DEL,Pickup,1,135046,METRO AREA 1 NSW,Cakes by Sweethearts,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.528,28.6,11,Items,0,Pallets,0,2025/05/19 20:00:00+00:00 - 2025/05/20 09:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286286_P,1
