"Customer Name","Consignment Reference","Delivery Address","Delivery Run Date","Date Delivered","Delivery Run",Quantity,Pallets,Spaces,"Cubic (m³)","Weight (kg)","Consignment Required Delivery Date"
GREENCROSS,TOR435860,"**Petbarn Newstead, , 142 Breakfast Creek Road, NEWSTEAD, , ",2025-05-14,"2025-05-14 15:53:44","METRO 1",52,0,0,0.689,464.918,2025-05-14
GREENCROSS,TOR435861,"Petbarn Pimpama, , Cnr Pacific Hwy & Yawalpah Rd, PIMPAMA, , 473",2025-05-14,"2025-05-14 09:25:50","GOLD COAST",48,0,0,0.788,511.477,2025-05-14
GREENCROSS,TOR435862,"Robina, , 5/20 Scottsdale Drive, ROBINA, Robina, ",2025-05-14,"2025-05-14 15:03:52","GOLD COAST",31,2,0,0.478,309.908,2025-05-14
GREENCROSS,TOR435863,"Petbarn Bundall, Store Manager, 40 Upton Street,, BUNDALL, BUNDALL, ",2025-05-14,"2025-05-14 15:53:42","GOLD COAST",11,0,0,0.137,97.446,2025-05-14
GREENCROSS,TOR435868,"Petbarn Upper Coomera, , Shop 9, 1-13 Coomera Grand Drive, UPPER COOMERA, , 8",2025-05-14,"2025-05-14 08:53:50","GOLD COAST",21,0,0,0.257,184.233,2025-05-14
GREENCROSS,TOR436045,"Petbarn Virginia, , 4/1814 Sandgate Rd, VIRGINIA, , ",2025-05-15,"2025-05-15 10:05:56","METRO 1",30,0,0,0.385,305.432,2025-05-15
GREENCROSS,TOR436046,"Petbarn Rothwell, , Unit 3/439-443 Anzac Ave, ROTHWELL, , ",2025-05-15,"2025-05-15 11:21:39","METRO 2",27,0,0,0.494,312.285,2025-05-15
GREENCROSS,TOR436047,"Petbarn Caloundra, Store Manager, 2 Sydal Street,, CALOUNDRA, CALOUNDRA, ",2025-05-15,"2025-05-15 12:53:44","SUNSHINE COAST",36,0,0,0.564,368.996,2025-05-15
GREENCROSS,TOR436048,"Petbarn Cairns, Store Manager, 270 Mulgrave Road, WESTCOURT, WESTCOURT, ",2025-05-15,"2025-05-19 11:14:06",CAIRNS,113,2,0,1.712,1032.87,2025-05-15
GREENCROSS,TOR436049,"Petbarn Noosa, Store Manager, Shop EC04/5 Noosa Emporium Noosa Civic Centre,28 Eenie Creek Road, NOOSAVILLE, NOOSAVILLE, ",2025-05-15,"2025-05-15 12:51:39","SUNSHINE COAST",44,2,0,0.705,427.308,2025-05-15
GREENCROSS,TOR436050,"Petbarn Macgregor, , 1/544 Kessels Rd, MACGREGOR, , ",2025-05-15,"2025-05-15 14:23:37","METRO 1",20,0,0,0.302,200.296,2025-05-15
GREENCROSS,TOR436051,"Petbarn Jindalee, , 13b Hmc Goggs Rd, JINDALEE, , ",2025-05-15,"2025-05-15 12:07:53","METRO 1",36,0,0,0.422,316.904,2025-05-15
GREENCROSS,TOR436052,"Petbarn North Lakes, , 55 Flinders Parade, NORTH LAKES, , ",2025-05-15,"2025-05-15 11:23:40","METRO 2",24,0,0,0.349,262.024,2025-05-15
GREENCROSS,TOR436053,"Petbarn Kawana, , 1 Nicklin Way, MINYAMA, , ",2025-05-15,"2025-05-15 14:23:40","SUNSHINE COAST",24,2,0,0.415,238.772,2025-05-15
GREENCROSS,TOR436054,"Petbarn Beenleigh, Store Manager, 3/137 George St,, BEENLEIGH, BEENLEIGH, ",2025-05-15,"2025-05-15 10:43:44","METRO 2",24,0,0,0.469,285.35,2025-05-15
GREENCROSS,TOR436055,"Petbarn Mitchelton, Store Manager, 45 Osborne Road,, MITCHELTON, MITCHELTON, ",2025-05-15,"2025-05-15 13:37:49","METRO 1",33,0,0,0.526,332.162,2025-05-15
GREENCROSS,TOR436056,"Petbarn Morayfield North, , 113-137 Morayfield Rd, MORAYFIELD, , ",2025-05-15,"2025-05-15 12:07:55","METRO 2",34,0,0,0.604,366.466,2025-05-15
GREENCROSS,TOR436057,"Petbarn Maroochydore, Store Manager, 68 Wises Road,, MAROOCHYDORE, MAROOCHYDORE, ",2025-05-15,"2025-05-15 10:41:50","SUNSHINE COAST",35,2,0,0.578,376.668,2025-05-15
GREENCROSS,TOR436058,"Petbarn Morayfield Supercentre, , Shop 19, 312-344 Morayfield Road, MORAYFIELD, Morayfield, ",2025-05-15,"2025-05-15 12:51:46","METRO 2",33,0,0,0.501,358.05,2025-05-15
GREENCROSS,TOR436059,"Petbarn Logan, , Shop 5 J&k Hyperdome Home Cntr, LOGANHOLME, , ",2025-05-15,"2025-05-15 10:43:40","METRO 2",43,0,0,0.703,483.77,2025-05-15
GREENCROSS,TOR436060,"Petbarn Smithfield, , Captain Cook Highway, Smithfield Shopping Centre, Shop Mm02, SMITHFIELD, Smithfield, ",2025-05-15,"2025-05-15 11:14:00",CAIRNS,60,2,0,1.046,686.71,2025-05-15
GREENCROSS,TOR436061,"Petbarn Lawnton, Store Manager, 640 Gympie Road,, LAWNTON, LAWNTON, ",2025-05-15,"2025-05-15 12:07:40","METRO 1",51,0,0,0.822,541.44,2025-05-15
GREENCROSS,TOR436063,"Richlands, , 215 Government Road, RICHLANDS, Richlands, ",2025-05-15,"2025-05-15 12:07:46","METRO 1",23,0,0,0.38,278.823,2025-05-15
GREENCROSS,TOR436268,"Petbarn Bald Hills, , 1915 Gympie Rd, BALD HILLS, , ",2025-05-16,"2025-05-16 16:16:31","METRO 2",22,0,0,0.324,237.896,2025-05-16
GREENCROSS,TOR436269,"Petbarn Cannon Hill, , 1881 Creek Rd, CANNON HILL, , ",2025-05-16,"2025-05-16 16:13:36","METRO 1",28,0,0,0.466,292.205,2025-05-16
GREENCROSS,TOR436270,"Petbarn Lismore, , Diadem Street, LISMORE, , ",2025-05-16,"2025-05-16 13:27:56",LISMORE,68,2,0,1.085,727.706,2025-05-16
GREENCROSS,TOR436271,"*Petbarn Cleveland, Store Manager, Units 3-4, 42 Shore Street Central,, ORMISTON, ORMISTON, ",2025-05-16,"2025-05-16 17:05:40",BAYSIDE,23,0,0,0.39,261.298,2025-05-16
GREENCROSS,TOR436272,"Petbarn Springfield, , 1 Main Street - Orion Central, SPRINGFIELD, , ",2025-05-16,"2025-05-16 12:35:43","METRO 2",19,0,0,0.354,241.839,2025-05-16
GREENCROSS,TOR436273,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,2025-05-16
GREENCROSS,TOR436274,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,2025-05-16
GREENCROSS,TOR436275,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,2025-05-16
GREENCROSS,TOR436276,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,2025-05-16
GREENCROSS,TOR436277,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,2025-05-16
GREENCROSS,TOR436278,"Petbarn Kedron, , 561 Gympie Rd, KEDRON, , ",2025-05-16,"2025-05-16 16:15:54","METRO 1",30,0,0,0.474,304.842,2025-05-16
GREENCROSS,TOR436279,"Petbarn Burleigh Waters, Store Manager, Treetops Plaza,9 Classic Way, BURLEIGH WATERS, BURLEIGH WATERS, ",2025-05-16,"2025-05-16 10:31:46","GOLD COAST",23,0,0,0.405,261.842,2025-05-16
GREENCROSS,TOR436280,"Petbarn Victoria Point, , 349-369 Colburn Ave, VICTORIA POINT, , ",2025-05-16,"2025-05-16 18:03:37",BAYSIDE,19,0,0,0.327,217.435,2025-05-16
GREENCROSS,TOR436281,"Petbarn Nerang, Store Manager, 19 Hinkler Drive,, NERANG, NERANG, ",2025-05-16,"2025-05-16 10:31:41","GOLD COAST",22,0,0,0.359,257.9,2025-05-16
GREENCROSS,TOR436282,"Petbarn Tweed Heads, Store Manager, 29-41 Greenway Drive, TWEED HEADS, TWEED HEADS, ",2025-05-16,"2025-05-16 15:07:43","NORTHERN RIVERS",84,2,0,1.346,901.574,2025-05-16
GREENCROSS,TOR436283,"Petbarn Woolloongabba, , 114 Logan Rd, WOOLLOONGABBA, , ",2025-05-16,"2025-05-16 16:05:39","METRO 1",46,0,0,0.726,494.43,2025-05-16
GREENCROSS,TOR436284,"Petbarn Mermaid Waters, Store Manager, D11 - Q Super Centre, ,Crnr of Markeri and Bermuda St, MERMAID WATERS, MERMAID WATERS, ",2025-05-16,"2025-05-16 09:47:49","GOLD COAST",28,0,0,0.337,278.46,2025-05-16
GREENCROSS,TOR436285,"Petbarn Elanora, , Shop 61, 13/31 Guineas Creek Rd, ELANORA, , 461",2025-05-16,"2025-05-16 11:07:50","GOLD COAST",72,2,0,1.18,753.965,2025-05-16
GREENCROSS,TOR436286,"Petbarn Bundall, Store Manager, 40 Upton Street,, BUNDALL, BUNDALL, ",2025-05-16,"2025-05-16 09:47:47","GOLD COAST",23,0,0,0.281,173.152,2025-05-16
GREENCROSS,TOR436288,"Petbarn Wynnum, , 4/2021 Wynnum Rd, WYNNUM, , ",2025-05-16,"2025-05-16 16:13:02",BAYSIDE,24,0,0,0.351,255.607,2025-05-16
GREENCROSS,TOR436536,"Petbarn Upper Coomera, , Shop 9, 1-13 Coomera Grand Drive, UPPER COOMERA, , 8",2025-05-16,"2025-05-16 13:52:32","GOLD COAST",21,0,0,0.321,250.712,2025-05-19
"The Plant Bakery","TPB Stock - 14-05-2025","*Chill Qld, , 24 Octal Street, YATALA, , 1035052",2025-05-14,"2025-05-14 14:25:38","METRO 1",0,1,1,2.443,500,
"The Plant Bakery","TPB Stock - 14-05-2025","Chill Nsw, Chill Nsw, 128 Old Pittwater Road, 2, BROOKVALE, , ",2025-05-14,"2025-05-15 05:51:36","QLD to NSW Shuttle",0,1,1,2.443,500,
"BYO Foods","TS2060-17080 T2","Side Piece Coffee, , Shop 1, 2 Capital Court, VARSITY LAKES, , ",2025-05-12,"2025-05-12 09:55:41","GOLD COAST",2,0,0,0,12,
"BYO Foods",TS2060-17134,"Cafe Catalina, , Broadwater Parklands, 10/11 Gold Coast Highway, SOUTHPORT, , ",2025-05-09,"2025-05-12 08:23:59","GOLD COAST",12,0,0,0,72,
"BYO Foods",TS2060-17234,"Nates Cafe, , 1/37 Lawrence Dr, NERANG, , ",2025-05-14,"2025-05-14 10:31:51","GOLD COAST",3,0,0,0,18,
"BYO Foods",TS2060-17235,"Arbour Restaurant & Bar, , 114 Grey St T66, T66a, SOUTH BRISBANE, , ",2025-05-15,"2025-05-15 13:37:44","METRO 1",16,0,0,0,96,
"BYO Foods",TS2060-17236,"The Coolum Social, , Shop 7 8-26 Birtwill Street, COOLUM BEACH, , ",2025-05-15,"2025-05-15 11:21:42","SUNSHINE COAST",4,0,0,0,24,
"BYO Foods",TS2060-17248,"Sofitel Noosa Pacific Resort, , 14 - 16 Hastings Street, NOOSA HEADS, , ",2025-05-15,"2025-05-15 12:51:49","SUNSHINE COAST",8,0,0,0,48,
"BYO Foods",TS2060-17251,"Sonder Studios, , 12 Philip Avenue, BROADBEACH, , ",2025-05-14,"2025-05-14 12:51:40","GOLD COAST",4,0,0,0,24,
"BYO Foods",TS2060-17259,"Banksy, , 2763-2765 Gold Coast Highway Suite 1 (ground Floor), BROADBEACH, , ",2025-05-14,"2025-05-14 11:41:44","GOLD COAST",2,0,0,0,12,
"BYO Foods",TS2060-17262,"The Local Beerwah Cafe, , Shop 18/44 Simpson Street, BEERWAH, , ",2025-05-15,"2025-05-15 08:55:41","SUNSHINE COAST",2,0,0,0,12,
"BYO Foods",TS2060-17268,"Cuba St. Coffee Roasters, , 968 David Low Way, MARCOOLA, , ",2025-05-15,"2025-05-13 14:39:41","SUNSHINE COAST",2,0,0,0,12,
"BYO Foods",TS2060-17317,"Cafe Catalina, , Broadwater Parklands, 10/11 Gold Coast Highway, SOUTHPORT, , ",2025-05-16,"2025-05-16 09:51:11","GOLD COAST",6,0,0,0,36,
"BYO Foods",TS2060-17319,"Scoopy's Family Cafe, , 2/2 Toorbul Street, BONGAREE, , ",2025-05-15,"2025-05-15 10:41:43","SUNSHINE COAST",2,0,0,0,12,
"BYO Foods",TS2060-17326,"Franquette, , 155 Long Road, TAMBORINE MOUNTAIN, , ",2025-05-14,"2025-05-13 14:39:41","GOLD COAST",6,0,0,0,36,
"BYO Foods",TS2060-17328,"Glass Coffee House, , Shop 4, 80-82 Sixth Avenue, MAROOCHYDORE, , ",2025-05-15,"2025-05-13 14:39:41","SUNSHINE COAST",6,0,0,0,36,
"BYO Foods",TS2060-17333,"Raw And Rice Holding (immunity -pack In 12s), , C/o Chill Qld 24 Octal St, YATALA, , ",2025-05-13,"2025-05-13 14:39:26","Warehouse Inbound",1,0,0,0,6,
"BYO Foods",TS2060-17334,"Raw And Rice Holding (tropical -pack In 12s), , C/o Chill Qld 24 Octal St, YATALA, , ",2025-05-13,"2025-05-13 14:39:26","Warehouse Inbound",3,0,0,0,18,
"BYO Foods",TS2060-17342,"Burgster, , 4-10 Phillipine Parade, Shop 2&3, PALM BEACH, , ",2025-05-16,"2025-05-16 09:27:04","GOLD COAST",2,0,0,0,12,
"BYO Foods",TS2060-17366,"Banksy, , 2763-2765 Gold Coast Highway Suite 1 (ground Floor), BROADBEACH, , ",2025-05-16,"2025-05-16 09:50:48","GOLD COAST",2,0,0,0,12,
"BYO Foods",TS2060-17389,"Dorsett Hotel Gold Coast, , Dorsett Gold Coast Tower 1, 5 The Darling Avenue, BROADBEACH, , ",2025-05-16,"2025-05-16 09:51:33","GOLD COAST",6,0,0,0,36,
"BYO Foods",TS2060-17430,"Raw And Rice Noosaville, , Unit 21, 187 Gympie Terrace, NOOSAVILLE, , ",2025-05-15,"2025-05-15 12:11:40","SUNSHINE COAST",4,0,0,0,20,
"BYO Foods",TS2060-17431,"Raw And Rice Noosa, , 2/52 Hastings St,, NOOSA HEADS, , ",2025-05-15,"2025-05-15 12:55:38","SUNSHINE COAST",4,0,0,0,20,
"Butter Boy","Two Birds One Stone 14.05","Two Birds One Stone, , Shop B10, 14 Allandale Entrance, MERMAID WATERS, , ",2025-05-16,"2025-05-19 11:25:42","Warehouse Outbound",1,0,0,0.027,4,
"Sunshine Coast Organic Meats","WHF CHL 160525","Wholefood Pantry Palm Beach, , 155 Nineteenth Ave, PALM BEACH, , ",2025-05-16,"2025-05-16 17:13:37","GOLD COAST",1,0,0,0,15,2025-05-17
"Sunshine Coast Organic Meats","WHOLEFOOD CHILLED - 010525","Wholefood Pantry Palm Beach, , 155 Nineteenth Ave, PALM BEACH, , ",2025-05-09,"2025-05-12 08:23:27","GOLD COAST",1,0,0,0,7,
"Butter Boy","Will & Co by BG 14.05","Will & Co By Bg, , Gl45, 226 Queen Street, BRISBANE, , ",2025-05-16,"2025-05-16 10:27:43","METRO 1",1,0,0,0.027,4,
"CHILL NSW","YGF - Ryan Booker 13.05","Ryan Booker, , 3 Merlin Place, ORMEAU, , ",2025-05-14,"2025-05-14 10:16:39","GOLD COAST",1,0,0,0.05,0.05,
"Butter Boy","Yolk 14.05","Yolk, , Shop E40c, Gasworks Shopping Centre 76 Skyring Terrace, NEWSTEAD, , ",2025-05-16,"2025-05-16 14:03:41","METRO 1",2,0,0,0.054,8,
"Buonissimo Bakery (NSW)","Zac Kerr Samples 14.05","Zac Kerr, , 20 Hockings Street, WEST END, , ",2025-05-16,"2025-05-16 11:55:47","METRO 1",3,0,0,0.024,6,2025-05-16
"Sub-Xero Logistics",ZPL1305,"Chill Qld, , 24 Octal Street, YATALA, , ",2025-05-16,"2025-05-19 11:14:05","Warehouse Inbound",0,1,1,1.764,400,2025-03-19
